brand,model,release_year,ram_gb,storage_gb,screen_size_inches,battery_capacity,processor_score,camera_score,os_type,has_5g,original_price,purchase_year,age_months,usage_hours_per_day,condition,battery_health,screen_cracked,body_damage,repair_history,water_damage,city_tier,seller_type,warranty_remaining_months,box_available,charger_available,market_demand_score,resale_price
Vivo,Vivo X90,2019,6,512,6.39,3554,67,57,Android,1,101954,2021,31,9.7,Fair,67,0,0,0,0,Tier3,Store,14,1,1,46,14672.94
Samsung,Galaxy S21,2025,16,128,5.53,3864,71,70,Android,1,59810,2025,9,4.4,Poor,78,0,0,0,0,Tier2,Store,5,1,1,59,14275.18
OnePlus,OnePlus 11,2025,16,64,6.48,5982,65,54,Android,1,114175,2025,12,11.5,Fair,67,0,1,0,0,Tier3,Individual,6,1,0,57,24597.3
Apple,iPhone 14,2020,12,256,5.68,3163,63,70,iOS,1,98265,2020,57,5.7,Good,63,0,0,0,0,Tier1,Individual,6,1,1,85,29357.62
OnePlus,Nord 3,2022,4,1024,6.64,3124,49,76,Android,1,51579,2022,71,6.5,Fair,78,0,0,0,0,Tier2,Individual,19,1,1,52,6304.31
OnePlus,OnePlus 10,2025,12,1024,6.71,4213,92,97,Android,0,110797,2025,58,3.4,Fair,71,0,0,0,0,Tier1,Store,0,0,0,95,20934.66
Vivo,Vivo X90,2023,4,64,6.65,4578,75,82,Android,1,107262,2023,57,8.6,Good,73,0,0,0,0,Tier3,Store,0,1,1,40,11775.42
Apple,iPhone 15,2019,6,1024,6.94,4932,68,61,iOS,1,131881,2024,12,7.7,Good,80,0,0,0,0,Tier1,Individual,0,0,1,61,59244.26
Xiaomi,Mi 11,2023,6,256,6.68,5259,72,60,Android,0,141455,2025,47,6.5,Poor,69,0,0,0,0,Tier3,Store,23,1,1,55,18785.17
Apple,iPhone 13,2019,8,128,6.04,4399,74,68,iOS,1,35616,2023,64,11.1,Poor,98,0,0,0,0,Tier1,Individual,0,1,1,62,5360.47
Realme,Realme GT,2025,6,128,6.15,5442,69,97,Android,0,69588,2025,21,3.1,Good,60,0,1,0,0,Tier2,Individual,18,0,1,84,19575.78
Realme,Realme Narzo 60,2025,6,128,6.78,4864,84,73,Android,0,101018,2025,20,6.7,Good,88,0,1,0,0,Tier1,Store,14,1,1,43,23536.55
Apple,iPhone 11,2024,4,1024,6.98,3705,47,70,iOS,1,103561,2025,16,9.0,Good,67,0,0,0,0,Tier1,Store,14,0,0,54,34113.23
Apple,iPhone 11,2021,4,128,6.36,6335,72,97,iOS,1,149646,2023,22,1.7,Good,88,0,0,0,0,Tier1,Individual,0,1,1,52,56092.5
Samsung,Galaxy S22,2021,4,1024,5.91,4047,88,63,Android,1,65141,2023,36,4.4,Fair,99,0,1,0,0,Tier2,Store,18,1,1,80,24181.05
Samsung,Galaxy A54,2025,4,1024,5.58,4408,82,63,Android,1,139483,2025,47,8.7,Fair,80,0,0,0,1,Tier1,Store,2,0,1,69,20403.9
Xiaomi,Mi 11,2021,16,64,6.08,4609,64,71,Android,1,137972,2023,67,3.3,Excellent,80,0,0,0,0,Tier2,Individual,24,1,1,79,30039.45
Apple,iPhone 14,2022,4,64,6.5,5448,69,43,iOS,1,98738,2024,68,7.0,Good,79,0,0,0,0,Tier1,Individual,9,1,1,69,22018.71
Apple,iPhone 14,2024,12,512,6.37,5852,76,79,iOS,0,27730,2024,60,11.4,Fair,71,0,0,0,1,Tier1,Store,0,1,1,59,5849.6
Google,Pixel 7,2019,4,256,6.8,3919,60,64,Android,1,90607,2019,19,10.7,Fair,86,0,0,0,0,Tier3,Store,0,1,0,90,46698.92
Apple,iPhone 12,2019,16,1024,5.99,4141,46,86,iOS,1,56888,2021,14,1.3,Good,71,0,0,0,0,Tier1,Store,24,1,1,52,25489.91
Apple,iPhone 11,2023,6,64,6.67,3131,94,55,iOS,1,28373,2023,48,11.7,Good,72,0,0,0,0,Tier2,Store,4,0,1,97,11682.32
Apple,iPhone 11,2025,8,1024,6.61,4683,63,58,iOS,0,80565,2025,9,11.2,Excellent,73,0,1,0,0,Tier2,Individual,0,0,0,59,31258.9
Xiaomi,Redmi Note 12,2023,8,512,6.07,3753,68,99,Android,0,79803,2024,39,3.8,Fair,87,0,1,0,0,Tier2,Store,0,0,0,48,7256.73
Google,Pixel 8,2024,12,64,6.22,4889,65,90,Android,1,39702,2025,4,5.8,Excellent,97,0,0,0,0,Tier3,Individual,0,1,1,78,31910.86
Samsung,Galaxy S23,2019,12,256,6.28,4319,59,100,Android,1,50200,2025,61,1.1,Excellent,87,0,0,0,0,Tier3,Individual,18,1,1,40,12578.62
Samsung,Galaxy S23,2022,12,256,6.09,4555,67,58,Android,1,88359,2024,22,2.5,Good,99,0,0,0,0,Tier1,Individual,0,1,1,74,47621.73
Realme,Realme GT,2024,4,128,6.53,4168,83,57,Android,1,129082,2025,9,11.9,Good,68,0,0,0,1,Tier1,Store,19,1,0,42,18249.74
Samsung,Galaxy S23,2023,4,64,5.54,5692,63,72,Android,0,66173,2023,26,3.6,Fair,87,0,0,0,0,Tier3,Store,18,1,1,86,31333.08
Samsung,Galaxy S22,2022,8,256,5.82,4257,75,60,Android,1,47464,2022,3,7.8,Good,71,0,1,0,0,Tier1,Store,7,1,1,81,22362.0
Samsung,Galaxy S22,2024,8,512,6.81,5913,70,50,Android,1,112300,2024,7,11.1,Fair,55,1,1,0,0,Tier2,Individual,0,0,1,73,19041.37
Apple,iPhone 15,2019,4,128,5.65,5484,87,75,iOS,1,39307,2025,66,10.8,Good,69,0,0,0,0,Tier1,Individual,23,1,1,53,8264.37
Realme,Realme GT,2022,16,64,5.92,5933,80,45,Android,1,133115,2024,21,9.0,Good,73,0,0,0,0,Tier2,Store,0,1,1,49,26918.32
Realme,Realme Narzo 60,2022,12,256,6.42,4628,78,87,Android,1,31820,2023,38,6.9,Excellent,59,0,0,1,0,Tier2,Store,17,0,0,55,7929.28
Google,Pixel 6,2025,6,1024,6.02,5953,86,49,Android,1,62795,2025,62,10.5,Good,77,0,0,1,0,Tier3,Store,6,0,1,42,6242.25
Samsung,Galaxy A54,2019,6,1024,5.83,6163,64,73,Android,0,19636,2025,71,3.9,Poor,72,0,1,1,0,Tier2,Store,0,1,0,76,2000.0
Vivo,Vivo X90,2022,12,64,6.15,6187,100,77,Android,1,114258,2025,1,7.2,Good,55,0,0,0,0,Tier1,Individual,0,1,1,66,33066.96
Realme,Realme Narzo 60,2019,4,1024,7.0,5297,44,84,Android,1,87187,2023,54,8.0,Fair,67,0,0,0,0,Tier1,Store,0,1,1,70,12274.26
Xiaomi,Poco X5,2023,12,128,6.92,6366,73,89,Android,1,119882,2025,22,4.7,Good,96,0,1,1,0,Tier3,Individual,16,0,0,84,46760.9
Apple,iPhone 14,2023,16,512,6.57,3882,88,68,iOS,1,126872,2024,37,7.6,Poor,78,0,0,0,0,Tier3,Individual,21,1,1,73,27716.26
Google,Pixel 7,2022,16,64,6.77,5543,83,99,Android,1,74131,2023,45,7.1,Good,91,0,0,0,0,Tier2,Store,19,0,1,97,33303.79
Apple,iPhone 14,2023,4,256,7.0,3776,94,82,iOS,1,34353,2025,49,9.1,Good,72,0,0,0,0,Tier3,Store,10,1,1,84,12748.6
Realme,Realme Narzo 60,2025,12,512,6.23,3231,47,87,Android,1,20246,2025,6,11.4,Good,64,0,0,1,0,Tier1,Individual,6,1,1,69,7086.07
Vivo,Vivo X90,2020,16,512,6.49,3712,64,54,Android,1,39839,2021,63,11.9,Excellent,90,0,0,0,0,Tier3,Individual,0,1,1,53,6695.86
Realme,Realme GT,2025,6,128,5.53,6373,68,48,Android,1,88291,2025,29,6.0,Poor,55,0,0,0,0,Tier3,Store,7,1,1,43,5777.25
Realme,Realme Narzo 60,2019,16,128,6.87,5297,88,96,Android,1,94496,2021,37,10.5,Fair,71,0,0,0,0,Tier1,Individual,0,1,1,56,11959.19
OnePlus,OnePlus 11,2025,16,1024,6.21,5428,46,89,Android,1,31845,2025,52,4.4,Fair,83,0,0,0,0,Tier3,Store,0,1,1,91,10688.46
Apple,iPhone 13,2025,8,512,6.04,6066,82,55,iOS,1,146317,2025,8,2.7,Excellent,67,0,0,0,0,Tier2,Store,9,1,1,53,60574.84
OnePlus,OnePlus 10,2019,16,64,6.75,4842,68,90,Android,1,86579,2021,51,2.0,Good,55,0,0,0,0,Tier3,Store,0,0,1,48,9147.31
OnePlus,OnePlus 11,2025,12,1024,6.89,5785,76,51,Android,1,128858,2025,15,5.2,Fair,82,0,0,0,0,Tier1,Individual,15,0,1,92,60358.71
Apple,iPhone 15,2021,12,1024,6.49,3045,61,50,iOS,0,61730,2023,70,4.4,Good,91,0,0,0,0,Tier3,Store,5,1,1,76,15047.82
Google,Pixel 6,2019,12,1024,6.47,5127,91,96,Android,1,143639,2021,51,3.2,Poor,82,0,0,0,0,Tier3,Individual,0,0,1,86,29952.77
Google,Pixel 8,2021,16,64,6.7,4603,50,83,Android,1,125619,2025,3,8.5,Poor,70,0,0,1,0,Tier1,Store,0,1,1,61,27719.32
Vivo,Vivo X90,2025,8,512,6.96,5207,94,40,Android,1,136662,2025,60,5.4,Poor,92,0,0,0,0,Tier1,Individual,0,0,1,56,13306.53
Apple,iPhone 13,2024,16,256,6.61,5521,45,90,iOS,0,97027,2025,28,1.3,Excellent,91,0,0,1,0,Tier2,Individual,0,1,1,79,54251.2
Apple,iPhone 11,2021,12,64,6.35,5264,73,40,iOS,1,136122,2022,42,11.3,Excellent,90,0,0,1,0,Tier3,Store,14,0,1,86,66134.48
Xiaomi,Mi 11,2020,16,128,6.97,3776,91,60,Android,0,111775,2022,17,5.8,Good,61,0,0,0,1,Tier3,Store,24,1,1,66,20810.83
Apple,iPhone 14,2021,4,512,5.88,3233,81,94,iOS,1,97823,2025,45,6.0,Good,79,0,0,0,0,Tier3,Individual,9,0,1,98,42285.5
Samsung,Galaxy S21,2022,16,1024,6.19,6473,70,53,Android,1,127405,2022,7,11.6,Good,99,0,0,0,0,Tier3,Individual,0,0,1,95,110242.98
Apple,iPhone 13,2023,16,512,6.19,3309,52,84,iOS,1,36405,2023,14,3.7,Excellent,74,0,1,0,0,Tier2,Individual,0,0,1,70,13821.56
OnePlus,OnePlus 10,2024,8,64,6.9,3084,86,48,Android,1,56038,2024,4,7.8,Good,66,0,0,0,0,Tier2,Store,0,0,1,95,31324.54
Samsung,Galaxy S21,2025,8,256,5.76,5635,92,89,Android,1,61870,2025,44,9.1,Good,95,0,0,0,0,Tier3,Store,16,0,1,54,18606.25
OnePlus,OnePlus 11,2023,12,1024,5.9,3442,67,42,Android,0,12620,2024,20,11.3,Good,73,1,0,0,0,Tier3,Individual,6,1,1,78,4350.89
Samsung,Galaxy S21,2021,8,512,6.91,3429,49,68,Android,1,48463,2025,65,8.3,Fair,62,0,0,0,0,Tier2,Store,23,1,1,74,10805.02
Apple,iPhone 12,2021,8,512,6.1,5368,79,50,iOS,0,34906,2025,28,8.4,Good,73,0,0,0,0,Tier3,Individual,13,0,1,45,9793.75
Apple,iPhone 13,2019,8,256,6.9,5710,62,71,iOS,1,92076,2025,21,3.8,Good,83,0,0,0,0,Tier3,Individual,14,1,1,88,60789.77
Samsung,Galaxy A54,2023,4,128,6.51,3142,59,59,Android,1,79964,2024,27,1.5,Excellent,93,0,0,0,0,Tier2,Individual,5,0,1,54,29128.94
Samsung,Galaxy A54,2023,12,256,6.77,4537,40,42,Android,1,78110,2023,48,9.5,Poor,93,0,0,0,0,Tier3,Store,0,0,1,55,13234.91
Google,Pixel 6,2024,8,512,6.5,4398,73,52,Android,1,139364,2025,48,6.2,Good,64,1,0,0,0,Tier1,Individual,24,1,1,80,30557.15
Samsung,Galaxy S23,2025,4,1024,5.71,3451,51,93,Android,1,75557,2025,69,6.5,Good,99,0,0,0,0,Tier2,Store,0,0,1,46,14817.94
Xiaomi,Redmi Note 12,2022,16,1024,6.68,5813,88,78,Android,1,83799,2024,23,5.2,Good,66,0,0,0,0,Tier2,Individual,14,1,1,76,25273.92
OnePlus,OnePlus 9,2024,6,128,6.17,4354,50,72,Android,1,90671,2025,51,10.2,Excellent,60,0,0,0,0,Tier1,Store,14,1,1,59,19583.5
Xiaomi,Poco X5,2020,12,128,6.11,5420,93,95,Android,1,23829,2020,46,10.4,Good,85,0,1,0,0,Tier3,Individual,22,0,1,45,7096.97
Vivo,Vivo V27,2019,4,256,6.01,5278,96,48,Android,1,102391,2024,30,6.5,Fair,72,0,0,1,0,Tier3,Store,8,0,1,78,25211.71
Samsung,Galaxy S23,2022,8,256,6.2,3306,73,80,Android,1,50930,2025,28,1.7,Poor,55,0,0,0,0,Tier3,Individual,0,1,1,48,8143.06
Realme,Realme GT,2019,12,64,6.59,5931,52,89,Android,1,132548,2020,64,9.6,Good,82,0,0,0,0,Tier3,Store,11,0,1,99,35150.94
Apple,iPhone 12,2022,8,256,6.04,3429,92,79,iOS,1,27554,2024,67,10.6,Good,89,0,1,0,0,Tier2,Individual,15,1,1,89,10339.3
Google,Pixel 8,2019,16,64,5.97,4162,77,94,Android,0,149250,2023,25,3.5,Good,100,0,0,1,0,Tier2,Store,15,1,1,74,72316.12
Samsung,Galaxy S23,2025,4,64,6.84,5545,50,72,Android,1,74719,2025,4,5.6,Good,95,0,0,0,0,Tier3,Individual,16,1,0,84,57609.07
Apple,iPhone 13,2021,16,128,6.97,3799,83,51,iOS,1,122232,2024,17,3.3,Poor,69,0,0,0,1,Tier1,Individual,0,1,1,53,14165.0
OnePlus,OnePlus 10,2025,4,1024,6.76,5606,92,91,Android,1,110893,2025,13,6.6,Good,68,0,0,0,0,Tier2,Store,21,0,1,43,25983.26
Google,Pixel 6,2024,12,64,5.81,5839,65,63,Android,1,81404,2024,15,5.8,Fair,95,0,0,0,0,Tier1,Store,0,1,1,57,27887.67
OnePlus,OnePlus 11,2024,4,256,6.68,6067,73,94,Android,1,106672,2025,66,3.1,Excellent,75,0,0,0,0,Tier1,Store,0,1,1,92,32225.97
Apple,iPhone 13,2023,6,256,6.13,3318,88,48,iOS,1,67869,2025,66,5.2,Good,81,0,0,0,0,Tier3,Individual,0,1,1,78,17809.43
Samsung,Galaxy S21,2022,6,512,6.39,5947,65,40,Android,1,49829,2024,19,11.1,Excellent,71,0,1,0,0,Tier3,Store,0,1,1,74,17161.08
Xiaomi,Poco X5,2025,12,128,6.53,4952,84,60,Android,1,54760,2025,31,1.9,Fair,82,0,0,0,0,Tier3,Store,0,0,1,43,7815.37
Xiaomi,Mi 11,2022,6,128,6.15,5267,90,88,Android,0,115936,2023,4,6.1,Good,95,1,0,0,0,Tier3,Individual,22,1,1,72,46647.62
Xiaomi,Poco X5,2020,12,256,6.96,5137,68,90,Android,1,91219,2022,28,5.6,Poor,91,0,0,0,0,Tier3,Store,24,0,1,54,19174.28
Apple,iPhone 13,2024,16,512,6.71,4007,76,80,iOS,0,101801,2024,47,1.5,Good,69,0,1,0,0,Tier3,Store,14,0,1,92,32088.3
Xiaomi,Poco X5,2020,4,256,6.03,3217,46,52,Android,0,137372,2023,59,9.8,Good,80,0,0,0,0,Tier2,Individual,0,1,1,59,20087.82
Vivo,Vivo X90,2025,12,64,6.89,3102,69,46,Android,1,67991,2025,7,2.7,Fair,67,0,0,0,0,Tier3,Store,18,1,1,52,14662.13
Xiaomi,Mi 11,2022,6,64,6.4,4375,87,41,Android,0,57544,2023,55,8.4,Good,91,0,0,0,0,Tier2,Store,5,1,1,55,12805.98
Xiaomi,Redmi Note 12,2021,6,1024,6.19,3034,48,98,Android,1,148541,2021,55,8.8,Good,77,0,0,0,0,Tier3,Individual,8,0,1,97,44267.91
Xiaomi,Redmi Note 12,2022,4,512,6.83,4032,40,83,Android,1,65227,2023,6,3.0,Good,87,0,0,0,0,Tier3,Individual,0,1,1,65,30033.46
Google,Pixel 7,2024,4,64,5.94,5422,53,58,Android,1,43324,2024,15,11.7,Good,96,1,0,0,0,Tier1,Individual,11,1,1,91,22935.36
Google,Pixel 7,2021,4,512,6.46,5634,83,82,Android,1,146810,2021,35,10.3,Fair,97,0,0,0,0,Tier3,Store,2,1,0,82,54818.2
Samsung,Galaxy A54,2019,4,512,6.0,4416,66,52,Android,1,50735,2020,69,10.0,Good,84,0,0,1,0,Tier3,Individual,24,1,1,43,7884.93
OnePlus,OnePlus 11,2022,12,256,6.8,5670,59,100,Android,1,27247,2022,37,3.3,Good,97,0,0,0,0,Tier3,Store,13,0,1,80,12545.84
Xiaomi,Redmi Note 12,2025,8,128,5.99,3405,73,85,Android,1,57478,2025,56,7.9,Fair,98,0,0,0,0,Tier1,Store,0,1,1,49,7146.03
Samsung,Galaxy S23,2025,6,128,6.31,4037,41,67,Android,1,34318,2025,50,1.6,Good,75,0,0,0,0,Tier3,Store,1,1,0,96,14278.15
Apple,iPhone 11,2019,12,512,6.83,5713,98,82,iOS,1,26060,2019,10,8.8,Good,58,0,0,0,0,Tier3,Individual,9,1,1,73,11819.18
OnePlus,OnePlus 11,2022,12,128,5.88,5736,76,43,Android,1,65049,2023,19,2.4,Fair,65,1,0,0,0,Tier1,Store,18,0,1,69,15874.2
Realme,Realme Narzo 60,2019,6,128,6.83,5501,88,61,Android,1,40753,2019,44,1.6,Fair,87,0,0,0,0,Tier3,Store,6,1,1,42,4489.11
OnePlus,OnePlus 10,2020,16,256,6.15,5626,67,89,Android,0,96579,2023,71,10.2,Fair,68,0,0,0,0,Tier3,Store,12,0,0,61,10748.92
Samsung,Galaxy S21,2022,16,512,6.26,4266,41,62,Android,1,135904,2025,51,1.7,Good,76,0,0,0,0,Tier1,Individual,0,0,1,69,33725.42
OnePlus,OnePlus 9,2021,4,128,6.5,3830,91,41,Android,1,84367,2025,17,8.3,Excellent,79,0,0,0,0,Tier2,Individual,24,1,1,54,31272.84
Vivo,Vivo V27,2019,12,512,6.6,4482,55,47,Android,0,77358,2022,58,4.5,Excellent,72,0,0,0,0,Tier2,Store,9,1,1,86,17077.22
Apple,iPhone 14,2022,6,512,6.5,5282,59,59,iOS,0,87544,2025,33,8.7,Good,88,0,1,0,1,Tier1,Store,0,1,1,84,21592.17
Samsung,Galaxy S22,2024,16,128,6.56,5326,58,44,Android,1,63323,2025,71,7.4,Good,69,1,0,0,0,Tier3,Individual,15,1,1,60,8562.37
Samsung,Galaxy S22,2024,16,512,6.22,4185,72,83,Android,0,21478,2025,12,5.1,Fair,56,0,0,0,0,Tier3,Store,22,0,0,41,6830.05
OnePlus,OnePlus 11,2021,12,64,6.22,6235,40,43,Android,1,93482,2024,66,1.1,Fair,98,1,0,0,0,Tier3,Individual,13,1,0,57,14137.92
Apple,iPhone 15,2025,12,128,5.72,6148,86,88,iOS,1,43580,2025,53,5.2,Good,92,0,0,0,0,Tier2,Store,0,1,1,64,14622.39
Realme,Realme Narzo 60,2020,12,1024,6.12,6154,48,98,Android,1,58271,2022,5,7.3,Good,56,0,0,0,0,Tier3,Store,9,1,1,44,15332.5
Xiaomi,Poco X5,2021,8,512,6.81,3948,99,89,Android,1,140382,2022,16,10.8,Excellent,55,0,0,0,0,Tier1,Individual,15,1,0,83,47276.64
Realme,Realme GT,2019,4,128,6.94,5221,54,50,Android,1,143639,2024,35,2.0,Good,58,0,0,0,0,Tier1,Individual,8,1,1,79,33984.07
Realme,Realme GT,2024,6,512,6.92,6058,78,56,Android,0,105210,2025,6,7.6,Excellent,81,0,0,0,0,Tier3,Store,3,0,0,72,50200.29
Samsung,Galaxy S21,2022,16,1024,6.61,3927,84,70,Android,1,104116,2023,33,3.7,Fair,66,0,0,0,0,Tier3,Store,2,1,1,69,23327.12
Realme,Realme Narzo 60,2019,16,1024,6.65,6207,99,100,Android,0,68228,2023,14,2.8,Fair,82,0,0,0,0,Tier3,Store,0,1,1,86,25526.74
Samsung,Galaxy S23,2025,16,64,5.97,4905,69,56,Android,1,24965,2025,10,3.2,Excellent,56,1,0,0,0,Tier3,Store,0,0,0,57,7505.42
Xiaomi,Mi 11,2024,16,64,6.38,5898,43,72,Android,1,62369,2025,50,11.2,Excellent,62,0,0,0,0,Tier1,Store,0,1,1,77,9940.8
Xiaomi,Mi 11,2024,4,64,5.82,5854,62,99,Android,1,111094,2024,60,11.0,Poor,84,0,0,1,0,Tier2,Store,0,1,1,72,10343.24
Samsung,Galaxy S21,2021,8,128,5.59,4370,42,43,Android,1,33925,2023,63,7.7,Fair,100,1,0,0,0,Tier2,Store,5,0,0,75,3943.08
Google,Pixel 6,2022,8,256,6.32,5884,83,95,Android,0,13084,2023,69,9.5,Fair,59,0,0,0,0,Tier2,Store,13,1,1,51,2000.0
Apple,iPhone 15,2025,12,1024,5.85,3768,90,75,iOS,1,35135,2025,5,2.9,Fair,60,0,1,1,0,Tier3,Store,8,1,1,49,9972.06
Xiaomi,Poco X5,2025,8,64,5.63,5150,93,80,Android,1,52003,2025,49,2.3,Good,56,0,0,0,0,Tier3,Individual,0,0,1,83,11302.65
Samsung,Galaxy A54,2022,8,128,5.87,3092,51,69,Android,0,32120,2025,59,9.1,Fair,73,0,0,0,0,Tier2,Store,10,1,1,44,2319.22
Xiaomi,Mi 11,2022,6,64,6.75,4374,70,55,Android,1,99118,2023,2,6.3,Poor,70,0,0,0,0,Tier1,Store,4,0,1,94,36555.24
Apple,iPhone 15,2020,4,128,6.45,3576,92,77,iOS,1,50040,2024,67,7.7,Fair,64,0,0,0,0,Tier2,Store,17,1,1,40,5055.14
Xiaomi,Poco X5,2021,8,128,5.69,6256,91,82,Android,0,23008,2021,33,1.1,Poor,90,0,0,0,0,Tier3,Individual,6,0,1,98,3341.62
Vivo,Vivo X90,2023,6,128,6.23,3219,54,65,Android,1,92640,2024,28,9.4,Good,71,0,0,0,0,Tier1,Store,8,0,1,57,19017.15
Realme,Realme Narzo 60,2025,12,512,5.98,5211,82,100,Android,1,140848,2025,26,1.6,Good,99,0,0,0,0,Tier2,Store,20,0,1,53,43343.7
Vivo,Vivo X90,2021,12,256,6.59,6305,95,61,Android,1,78348,2021,3,7.3,Poor,78,0,0,0,0,Tier2,Store,0,1,1,67,21575.19
Vivo,Vivo V27,2023,6,512,5.83,5592,79,100,Android,1,46373,2023,32,7.8,Good,95,0,0,0,0,Tier3,Store,5,1,1,51,10984.75
Vivo,Vivo X90,2024,4,128,5.63,4849,73,100,Android,1,80962,2024,1,11.5,Excellent,77,0,0,0,0,Tier3,Store,9,1,1,71,44327.61
Xiaomi,Mi 11,2021,12,512,6.91,4408,64,44,Android,1,32475,2024,55,8.3,Good,91,0,0,1,0,Tier2,Store,0,1,0,44,6630.53
Samsung,Galaxy S22,2020,8,64,6.23,5118,48,52,Android,1,130378,2023,13,2.9,Fair,77,0,0,0,0,Tier1,Individual,0,1,1,96,66830.93
Realme,Realme Narzo 60,2023,4,128,6.01,6377,50,61,Android,1,46305,2025,69,7.6,Fair,66,0,1,0,0,Tier3,Store,0,1,1,74,4800.19
Xiaomi,Mi 11,2024,8,64,6.89,5228,73,99,Android,0,14346,2024,24,10.5,Good,97,0,0,0,0,Tier2,Store,0,1,1,46,3587.3
Xiaomi,Redmi Note 12,2019,6,1024,6.98,5073,69,57,Android,1,122899,2024,27,7.0,Good,87,0,0,0,0,Tier3,Individual,0,1,1,72,42908.16
Vivo,Vivo V27,2021,8,1024,6.68,6041,55,50,Android,1,26131,2025,43,10.8,Fair,95,0,0,1,0,Tier3,Individual,16,1,1,47,6977.69
Realme,Realme GT,2021,16,256,6.24,4423,92,70,Android,1,101522,2022,11,7.7,Good,66,0,0,1,0,Tier3,Store,0,1,1,74,32534.6
Google,Pixel 8,2020,6,1024,6.43,5211,56,89,Android,1,79589,2025,17,7.3,Good,56,0,0,0,0,Tier3,Store,9,1,1,66,24745.74
OnePlus,OnePlus 9,2022,6,512,6.39,6235,78,81,Android,1,147465,2023,30,8.0,Good,85,0,0,0,0,Tier2,Individual,7,1,1,74,57848.08
Xiaomi,Redmi Note 12,2023,8,512,6.59,6472,99,85,Android,1,117320,2024,28,9.5,Fair,94,0,0,0,0,Tier1,Store,0,0,1,98,47772.71
Apple,iPhone 15,2019,4,64,6.69,5298,50,49,iOS,1,80394,2025,65,7.2,Good,73,0,0,0,0,Tier2,Store,18,1,1,62,16310.7
Xiaomi,Poco X5,2020,4,64,6.84,4365,83,47,Android,1,40983,2022,4,8.2,Excellent,85,0,0,0,0,Tier2,Store,0,1,0,48,15882.61
Google,Pixel 8,2023,12,256,6.46,4064,94,87,Android,1,68748,2023,10,6.2,Good,71,0,0,1,0,Tier1,Individual,0,0,1,71,31515.65
Apple,iPhone 12,2023,16,128,6.68,5275,61,74,iOS,1,76918,2023,1,9.9,Fair,71,0,0,0,0,Tier2,Individual,17,1,1,86,49066.2
Google,Pixel 8,2025,16,1024,6.65,5531,77,94,Android,1,98841,2025,60,11.8,Good,87,0,0,0,0,Tier2,Individual,7,1,1,63,23160.61
Google,Pixel 7,2022,4,256,6.26,3597,47,48,Android,1,47889,2025,36,4.2,Excellent,74,0,1,0,0,Tier3,Individual,3,1,1,79,16438.82
Samsung,Galaxy A54,2025,8,128,6.84,5299,57,68,Android,0,13990,2025,51,2.7,Excellent,84,0,0,1,0,Tier1,Store,0,0,0,71,4580.89
Google,Pixel 7,2021,8,128,6.62,4017,65,49,Android,0,85882,2023,26,9.9,Excellent,70,0,0,0,0,Tier1,Individual,0,1,0,67,31274.87
Apple,iPhone 12,2021,16,512,6.37,3840,58,91,iOS,0,95568,2024,43,1.9,Excellent,61,0,0,0,1,Tier1,Individual,9,0,1,65,18921.18
Vivo,Vivo V27,2019,12,64,6.1,4701,100,84,Android,1,115537,2024,48,8.9,Fair,74,0,0,0,0,Tier3,Store,9,1,1,81,23724.37
Xiaomi,Mi 11,2020,12,1024,6.04,4314,85,58,Android,1,95751,2021,38,7.6,Fair,81,0,0,0,0,Tier1,Store,0,1,1,40,10455.06
Apple,iPhone 14,2022,4,1024,6.87,3481,55,86,iOS,1,123865,2024,16,4.2,Fair,97,0,0,0,1,Tier2,Individual,13,1,1,73,38661.42
Realme,Realme Narzo 60,2023,16,128,6.78,5380,60,66,Android,1,49067,2023,38,9.3,Poor,75,0,0,1,0,Tier1,Individual,14,1,1,91,11091.82
Xiaomi,Mi 11,2024,16,512,6.73,3816,71,66,Android,1,55889,2024,26,9.7,Fair,95,0,0,0,0,Tier3,Individual,0,1,1,71,18991.17
Xiaomi,Redmi Note 12,2021,12,64,5.58,4358,90,89,Android,1,27930,2022,23,11.6,Fair,97,0,0,0,0,Tier2,Individual,0,1,1,64,7501.38
Google,Pixel 6,2025,16,512,6.67,5643,100,65,Android,1,75639,2025,54,1.5,Good,91,0,0,1,0,Tier1,Individual,14,1,1,96,28394.06
Apple,iPhone 11,2019,12,128,6.45,5373,40,83,iOS,1,113969,2023,67,2.8,Good,79,0,0,0,0,Tier2,Individual,0,1,1,65,27160.3
Vivo,Vivo V27,2023,8,64,6.27,3158,44,70,Android,1,116356,2023,6,9.6,Fair,90,0,0,0,0,Tier1,Individual,0,1,1,83,53654.5
Samsung,Galaxy S23,2025,4,128,5.7,3685,68,51,Android,1,42176,2025,62,11.1,Good,66,0,0,0,0,Tier3,Individual,0,1,1,68,8183.6
Samsung,Galaxy S21,2022,8,256,6.3,3330,57,60,Android,1,128284,2025,50,11.0,Excellent,88,0,0,0,0,Tier2,Store,4,1,1,68,39353.93
OnePlus,OnePlus 10,2020,6,512,6.04,3083,74,45,Android,0,75021,2021,67,11.6,Good,82,0,0,1,0,Tier2,Store,6,0,0,53,14152.86
Xiaomi,Mi 11,2019,8,256,5.62,4655,86,49,Android,1,21498,2019,24,1.6,Good,68,1,0,0,0,Tier1,Store,0,1,1,77,8496.89
Apple,iPhone 11,2019,4,64,5.85,4668,99,88,iOS,1,83611,2021,70,10.4,Good,83,1,0,0,0,Tier3,Individual,0,1,1,63,15773.62
